City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,same,-4.0667,37.7333,19.74,97,100,1.42,TZ,2023-04-23
345,sisimiut,66.9395,-53.6735,0.72,99,100,3.23,GL,2023-04-23
346,cedar falls,42.5278,-92.4455,8.43,44,75,4.47,US,2023-04-23
347,bardai,11.65,7.2333,26.12,57,99,6.99,NG,2023-04-23
348,pacific grove,36.6177,-121.9166,22.99,84,100,5.14,US,2023-04-23
349,sitka,57.0531,-135.33,10.94,62,75,2.06,US,2023-04-23
350,sainte-anne-des-monts,49.124,-66.4924,6.93,76,100,3.09,CA,2023-04-23
351,mejit,10.2753,170.8646,27.24,81,59,9.35,MH,2023-04-23
352,kem',64.9555,34.5793,-2.88,91,100,1.87,RU,2023-04-23
353,itoman,26.1247,127.6694,22.43,83,20,3.6,JP,2023-04-23
354,fukuecho,32.6881,128.8419,15.93,68,100,8.45,JP,2023-04-23
355,altai,46.3722,96.2583,-5.98,84,65,2.38,MN,2023-04-23
356,shendi,16.6915,33.4341,32.42,10,29,2.94,SD,2023-04-23
357,reggane,26.7158,0.1714,28.52,16,63,3.69,DZ,2023-04-23
358,taltal,-25.4,-70.4833,18.48,79,18,1.92,CL,2023-04-23
359,mukalla,14.5425,49.1242,27.11,75,6,1.21,YE,2023-04-23
360,chui,-33.6971,-53.4616,18.39,88,100,3.63,UY,2023-04-23
361,kununurra,-15.7667,128.7333,15.99,94,5,0.0,AU,2023-04-23
362,kapoeta,4.7717,33.5903,23.46,76,100,1.15,SS,2023-04-23
363,onega,63.9061,38.1404,-1.81,73,100,2.52,RU,2023-04-23
364,leava,-14.3,-178.1667,27.5,77,50,4.9,WF,2023-04-23
365,port augusta,-32.5,137.7667,19.93,44,0,1.65,AU,2023-04-23
366,linhares,-19.3911,-40.0722,20.69,89,40,2.0,BR,2023-04-23
367,newman,37.3138,-121.0208,27.81,51,34,1.79,US,2023-04-23
368,haisyn,48.8114,29.3898,7.27,77,36,2.19,UA,2023-04-23
369,buritama,-21.0661,-50.1472,23.94,62,99,2.96,BR,2023-04-23
370,kabwe,-14.4469,28.4464,17.94,72,100,1.94,ZM,2023-04-23
371,quepos,9.4236,-84.1652,29.02,68,55,2.57,CR,2023-04-23
372,midelt,32.6852,-4.7451,16.18,58,74,1.0,MA,2023-04-23
373,sassandra,4.95,-6.0833,26.61,87,90,2.19,CI,2023-04-23
374,ar ruways,24.1103,52.7306,27.06,33,0,3.63,AE,2023-04-23
375,nurota,40.5614,65.6886,21.2,19,99,2.98,UZ,2023-04-23
376,choibalsan,48.0667,114.5,4.23,23,97,1.17,MN,2023-04-23
377,okha,53.5739,142.9478,-0.44,76,33,9.4,RU,2023-04-23
378,aljezur,37.3191,-8.8033,14.13,93,5,4.26,PT,2023-04-23
379,nadym,65.5333,72.5167,-1.58,98,100,5.12,RU,2023-04-23
380,zmiyevka,52.6697,36.3739,10.06,68,94,2.72,RU,2023-04-23
381,sao jose da coroa grande,-8.8978,-35.1478,25.67,82,81,3.81,BR,2023-04-23
382,umm kaddadah,13.6017,26.6876,27.97,26,33,3.17,SD,2023-04-23
383,geraldton,-28.7667,114.6,20.23,64,95,6.69,AU,2023-04-23
384,cidade velha,14.9167,-23.6167,22.26,73,20,5.66,CV,2023-04-23
385,hadibu,12.65,54.0333,27.47,77,15,1.54,YE,2023-04-23
386,warmbaths,-24.8833,28.2833,18.09,24,27,2.49,ZA,2023-04-23
387,daura,11.5538,11.4085,29.62,40,91,3.76,NG,2023-04-23
388,villa gesell,-37.2639,-56.973,16.14,88,62,4.64,AR,2023-04-23
389,richards bay,-28.783,32.0377,18.42,85,44,1.69,ZA,2023-04-23
390,bikenibeu village,1.3673,173.1241,30.98,74,20,4.12,KI,2023-04-23
391,jitra,6.2681,100.4217,23.94,94,20,1.54,MY,2023-04-23
392,capayan,-28.761,-66.0502,14.89,95,100,3.08,AR,2023-04-23
393,pailon,-17.65,-62.75,26.82,76,35,1.17,BO,2023-04-23
394,san jeronimo de juarez,17.1333,-100.4667,29.94,59,37,3.02,MX,2023-04-23
395,la pintada,5.7487,-75.6063,29.79,91,98,0.43,CO,2023-04-23
396,casablanca,33.5928,-7.6192,17.12,81,32,3.33,MA,2023-04-23
397,pong,19.1493,100.2752,24.36,69,42,1.23,TH,2023-04-23
398,hammerfest,70.6634,23.6821,-0.75,86,75,1.03,NO,2023-04-23
399,rawson,-43.3002,-65.1023,18.26,48,70,2.62,AR,2023-04-23
400,kokopo,-4.352,152.2633,26.28,75,87,0.91,PG,2023-04-23
401,qala i naw,34.9874,63.1289,17.69,27,77,1.12,AF,2023-04-23
402,ta`u,-14.2336,-169.5144,27.01,78,34,4.09,AS,2023-04-23
403,gao,16.6362,1.637,30.93,14,19,3.97,ML,2023-04-23
404,veraval,20.9,70.3667,25.62,80,50,5.18,IN,2023-04-23
405,new norfolk,-42.7826,147.0587,10.5,58,6,1.64,AU,2023-04-23
406,palmer,42.1584,-72.3287,11.27,85,100,5.14,US,2023-04-23
407,tralee,52.2704,-9.7026,6.55,93,13,3.24,IE,2023-04-23
408,savanna-la-mar,18.219,-78.1332,29.96,64,0,3.66,JM,2023-04-23
409,vilhena,-12.7406,-60.1458,24.12,83,40,2.06,BR,2023-04-23
410,zhangatas,43.5667,69.75,15.16,39,67,2.7,KZ,2023-04-23
411,safi,32.1667,-8.8333,15.78,62,31,6.17,MA,2023-04-23
412,rio preto da eva,-2.6994,-59.6997,23.65,91,86,0.26,BR,2023-04-23
413,blagoveshchenka,52.8333,79.8667,7.29,54,86,8.0,RU,2023-04-23
414,gereshk,31.8209,64.5701,23.45,6,98,1.39,AF,2023-04-23
415,santa eularia des riu,38.9846,1.5341,18.5,86,20,2.57,ES,2023-04-23
416,sinabang,2.4803,96.3801,27.25,82,92,2.23,ID,2023-04-23
417,bamboo flat,11.7,92.7167,27.63,76,73,0.88,IN,2023-04-23
418,kavieng,-2.5744,150.7967,27.18,78,100,1.82,PG,2023-04-23
419,sol'-iletsk,51.1631,54.9918,8.05,67,0,1.35,RU,2023-04-23
420,lorengau,-2.0226,147.2712,27.27,81,100,1.29,PG,2023-04-23
421,jiexiu,37.0244,111.9125,4.0,89,89,1.87,CN,2023-04-23
422,borogontsy,62.6683,131.1683,-4.58,85,37,4.05,RU,2023-04-23
423,lyubinskiy,55.1542,72.6925,6.82,90,100,3.48,RU,2023-04-23
424,boden,65.8252,21.6886,-1.0,98,100,1.52,SE,2023-04-23
425,coquimbo,-29.9533,-71.3436,15.85,77,0,4.63,CL,2023-04-23
426,mount gambier,-37.8333,140.7667,11.45,82,0,2.32,AU,2023-04-23
427,loei,17.4167,101.5,21.73,72,97,0.78,TH,2023-04-23
428,angaur state,6.906,134.13,28.28,72,100,2.92,PW,2023-04-23
429,zarechnyy,53.2036,45.1923,10.18,99,21,0.78,RU,2023-04-23
430,champerico,14.3,-91.9167,35.3,61,9,5.21,GT,2023-04-23
431,sangueya,10.7,-14.3667,24.82,84,2,1.54,GN,2023-04-23
432,arno,60.1167,18.6333,2.66,94,100,5.07,SE,2023-04-23
433,changli,39.7042,119.1506,10.3,23,100,1.33,CN,2023-04-23
434,ancud,-41.8697,-73.8203,10.6,82,89,0.71,CL,2023-04-23
435,vsetin,49.3387,17.9962,12.96,66,100,2.97,CZ,2023-04-23
436,santa ana de yacuma,-13.75,-65.4333,28.97,70,75,2.06,BO,2023-04-23
437,swedru,5.5371,-0.6998,26.24,90,100,2.54,GH,2023-04-23
438,strezhevoy,60.7333,77.5889,2.94,97,100,5.45,RU,2023-04-23
439,sumbe,-11.2061,13.8437,26.25,88,99,2.62,AO,2023-04-23
440,silver city,32.7701,-108.2803,23.29,22,75,5.81,US,2023-04-23
441,filingue,14.3521,3.3168,30.29,6,25,2.33,NE,2023-04-23
442,barysh,53.6553,47.1123,8.91,57,24,1.73,RU,2023-04-23
443,mar del plata,-38.0023,-57.5575,17.19,87,5,1.54,AR,2023-04-23
444,nemuro,43.3236,145.575,2.67,79,55,4.49,JP,2023-04-23
445,las tablas,7.7667,-80.2833,25.1,99,99,2.38,PA,2023-04-23
446,vilyuysk,63.7553,121.6247,-5.64,88,66,2.8,RU,2023-04-23
447,hargeysa,9.56,44.065,22.6,70,58,0.91,SO,2023-04-23
448,kraljevo,43.7258,20.6894,10.0,100,0,1.03,RS,2023-04-23
449,wagar,16.1525,36.2032,30.45,32,72,3.39,SD,2023-04-23
450,tazacorte,28.629,-17.9293,18.54,92,20,3.6,ES,2023-04-23
451,'alaqahdari dishu,30.4374,63.313,24.49,5,61,1.53,AF,2023-04-23
452,yegorlykskaya,46.5656,40.6562,9.85,83,47,2.66,RU,2023-04-23
453,inhambane,-23.865,35.3833,22.68,88,11,3.16,MZ,2023-04-23
454,machico,32.7,-16.7667,18.4,82,20,3.09,PT,2023-04-23
455,gadzhiyevo,69.2551,33.3362,-5.63,90,51,6.93,RU,2023-04-23
456,plymouth,41.8334,-70.8328,11.86,87,100,5.66,US,2023-04-23
457,chilca,-12.5211,-76.7372,23.0,80,1,3.47,PE,2023-04-23
458,jining,35.405,116.5814,7.49,91,100,4.58,CN,2023-04-23
459,magong,23.5654,119.5863,22.47,87,99,7.66,TW,2023-04-23
460,nagqu,31.5,92.0,-7.15,44,89,1.78,CN,2023-04-23
461,cabedelo,-6.9811,-34.8339,27.37,80,94,5.23,BR,2023-04-23
462,nuku'alofa,-21.1333,-175.2,28.19,69,40,5.66,TO,2023-04-23
463,muang phonsavan,19.45,103.2167,18.03,84,51,0.82,LA,2023-04-23
464,topolobampo,25.6,-109.05,29.95,25,0,2.57,MX,2023-04-23
465,chandbali,20.7833,86.7667,24.49,81,10,1.77,IN,2023-04-23
466,siem reap,13.5,104.0,27.86,78,47,0.64,KH,2023-04-23
467,shirhatti,15.2333,75.5833,23.81,44,0,2.25,IN,2023-04-23
468,ishigaki,24.3448,124.1572,23.07,83,100,3.6,JP,2023-04-23
469,tangalle,6.024,80.7911,25.79,88,99,1.23,LK,2023-04-23
470,sao vicente,-23.9631,-46.3919,24.99,26,18,0.89,BR,2023-04-23
471,madalena,41.2162,-8.3345,15.81,94,99,0.88,PT,2023-04-23
472,ghat,24.9647,10.1728,23.79,22,95,2.1,LY,2023-04-23
473,san jose de mayo,-34.3375,-56.7136,16.48,72,100,3.48,UY,2023-04-23
474,sechenovo,55.2244,45.8906,10.08,53,42,2.59,RU,2023-04-23
475,rio gallegos,-51.6226,-69.2181,9.03,61,100,5.66,AR,2023-04-23
476,kalmunai,7.4167,81.8167,27.12,79,100,1.41,LK,2023-04-23
477,mawlaik,23.6333,94.4167,19.3,90,8,0.92,MM,2023-04-23
478,saint-philippe,-21.3585,55.7679,25.77,74,100,2.81,RE,2023-04-23
479,santa maria,-29.6842,-53.8069,19.61,68,0,2.06,BR,2023-04-23
480,amga,60.8953,131.9608,-3.72,90,100,4.5,RU,2023-04-23
481,ciudad tula,23.0,-99.7167,33.85,10,64,2.57,MX,2023-04-23
482,nizhniy odes,63.6445,54.856,-9.35,97,27,1.86,RU,2023-04-23
483,amreli,21.6167,71.2333,26.54,55,19,4.61,IN,2023-04-23
484,margate,51.3813,1.3862,8.83,90,99,3.58,GB,2023-04-23
485,chiniot,31.72,72.9789,21.74,20,0,1.83,PK,2023-04-23
486,fort bragg,35.139,-79.006,23.08,36,20,5.14,US,2023-04-23
487,mizan teferi,6.9833,35.5833,16.88,98,99,0.79,ET,2023-04-23
488,st anne,49.715,-2.2042,9.25,84,9,9.44,GG,2023-04-23
489,tongliao,43.6125,122.2653,7.52,14,1,3.66,CN,2023-04-23
490,faya-largeau,17.9257,19.1043,30.44,9,2,2.63,TD,2023-04-23
491,rozhniv,48.366,25.2258,6.81,88,10,1.66,UA,2023-04-23
492,brak,27.5496,14.2714,20.62,44,45,10.53,LY,2023-04-23
493,bull savanna,17.8868,-77.5902,25.74,69,41,2.38,JM,2023-04-23
494,buguruslan,53.6554,52.442,9.68,59,31,1.42,RU,2023-04-23
495,flying fish cove,-10.4217,105.6791,26.96,82,28,7.3,CX,2023-04-23
496,port lincoln,-34.7333,135.8667,18.69,57,0,4.1,AU,2023-04-23
497,nahiyat ash shinafiyah,31.5874,44.6602,27.22,30,85,0.43,IQ,2023-04-23
498,grootfontein,-19.5667,18.1167,21.76,60,98,1.54,NA,2023-04-23
499,souillac,-20.5167,57.5167,25.21,88,40,2.06,MU,2023-04-23
500,muscat,23.6139,58.5922,30.01,61,87,2.43,OM,2023-04-23
501,kabare,-2.4683,28.8242,16.72,98,85,0.96,CD,2023-04-23
502,saint john,45.2727,-66.0677,13.57,41,40,5.14,CA,2023-04-23
503,camocim,-2.9022,-40.8411,26.16,80,100,4.59,BR,2023-04-23
504,kindu,-2.95,25.95,20.3,100,100,0.47,CD,2023-04-23
505,weisendorf,49.6228,10.8253,11.1,90,100,0.45,DE,2023-04-23
506,trinidad,-14.8333,-64.9,28.99,70,40,1.54,BO,2023-04-23
507,akureyri,65.6835,-18.0878,0.96,55,0,0.0,IS,2023-04-23
508,valparaiso,-33.0393,-71.6273,17.22,77,20,3.6,CL,2023-04-23
509,mount pearl,47.5166,-52.7813,2.75,96,100,8.75,CA,2023-04-23
510,mogadishu,2.0371,45.3438,28.19,76,91,3.91,SO,2023-04-23
511,kumagunnam,13.1551,10.6342,31.18,14,16,2.96,NG,2023-04-23
512,lagoa,39.05,-27.9833,16.14,94,100,8.25,PT,2023-04-23
513,medicine hat,50.0501,-110.6683,15.24,32,75,6.69,CA,2023-04-23
514,khorixas,-20.3667,14.9667,19.88,59,68,4.27,NA,2023-04-23
515,conceicao da barra,-18.5933,-39.7322,24.15,71,29,4.45,BR,2023-04-23
516,alaghsas,17.0187,8.0168,29.25,6,81,3.09,NE,2023-04-23
517,kismayo,-0.3582,42.5454,27.94,76,100,2.61,SO,2023-04-23
518,usogorsk,63.4106,48.6872,-5.2,93,81,1.32,RU,2023-04-23
519,praia da vitoria,38.7333,-27.0667,18.14,94,75,7.54,PT,2023-04-23
520,kangding,30.0513,101.9603,6.72,82,99,1.08,CN,2023-04-23
521,zuwarah,32.9312,12.082,16.95,70,11,4.46,LY,2023-04-23
522,nabire,-3.3667,135.4833,27.14,81,60,0.25,ID,2023-04-23
523,fale old settlement,-9.3852,-171.2468,28.68,73,19,2.45,TK,2023-04-23
524,farkhar,36.5729,69.8578,16.32,35,40,2.48,AF,2023-04-23
525,hoi an,15.8794,108.335,23.98,87,92,2.08,VN,2023-04-23
526,kegen,43.0197,79.2203,5.94,38,89,2.32,KZ,2023-04-23
527,labuan,5.2767,115.2417,27.2,78,20,1.54,MY,2023-04-23
528,la paz,-16.5,-68.15,16.99,52,20,2.57,BO,2023-04-23
529,sept-iles,50.2001,-66.3821,5.29,79,75,5.66,CA,2023-04-23
530,savalou,7.9281,1.9756,26.43,84,100,0.52,BJ,2023-04-23
531,baukau,51.5526,7.2042,12.73,73,66,0.89,DE,2023-04-23
532,hoemul-li,41.4339,129.67,8.07,32,49,1.58,KP,2023-04-23
533,broome,42.2506,-75.833,7.87,90,100,4.12,US,2023-04-23
534,mutum,-19.8,-41.4383,22.21,69,99,1.67,BR,2023-04-23
535,vilcun,-38.65,-72.2333,13.41,74,0,0.86,CL,2023-04-23
536,cherokee,34.2668,-84.4499,19.34,49,40,3.09,US,2023-04-23
537,buala,-8.145,159.5921,29.64,72,70,2.82,SB,2023-04-23
538,okhotsk,59.3833,143.3,1.19,68,100,6.05,RU,2023-04-23
539,krosno odrzanskie,52.0549,15.0988,12.58,93,74,2.29,PL,2023-04-23
540,pasighat,28.0667,95.3333,19.22,83,100,1.17,IN,2023-04-23
541,saint-joseph,-21.3667,55.6167,25.21,77,100,0.99,RE,2023-04-23
542,gonaives,19.45,-72.6833,26.72,62,32,3.34,HT,2023-04-23
543,longboat key,27.4125,-82.659,30.61,48,0,6.17,US,2023-04-23
544,kerben,40.2951,72.1863,12.28,36,73,1.81,KG,2023-04-23
545,katsuura,35.1333,140.3,10.7,83,100,8.21,JP,2023-04-23
546,kentville,45.0835,-64.4988,15.01,58,84,3.09,CA,2023-04-23
